50
21
2
2
0
240
79.69
1.0
0.38
200
0	20	10	21	13	28	6	10	14	10	10	23	16	10	19	10	20	13	10	14	40	20	30	10	15	20	18	10	20	10	20	3	16	13	30	20	9	2	5	20	17	3	30	10	8	25	10	16	10	10	20	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
40	50
8	45
42	5
40	60
47	47
21	24
37	47
2	45
53	43
90	35
55	82
57	48
35	40
40	5
50	35
60	80
25	85
12	24
92	30
65	55
20	80
2	40
38	5
85	25
26	35
95	35
57	29
22	85
55	85
88	30
44	5
61	52
41	37
49	42
10	40
0	45
64	42
63	23
2	60
15	75
45	30
25	30
22	75
5	35
63	65
67	5
42	15
78	33
42	12
20	82
20	85
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
