50
21
1
1
0
1000
181.83
1.0
0.16
1000
0	2	9	25	5	3	14	10	1	13	18	3	10	19	7	26	23	3	6	8	12	8	41	22	1	7	27	30	9	19	16	14	27	9	10	11	6	16	16	12	17	36	29	9	13	18	35	13	36	9	20	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
35	35
5	30
15	77
67	5
2	60
31	67
65	55
19	21
2	48
47	47
36	26
17	34
27	69
10	20
23	3
55	54
35	69
25	30
65	20
30	5
20	40
63	65
16	22
18	24
15	19
32	12
26	27
6	68
64	42
55	20
5	5
53	43
31	52
20	26
41	49
14	37
56	37
6	38
35	40
20	65
45	30
56	39
55	5
10	43
55	45
45	10
4	18
12	24
13	52
44	17
15	10
35	35
61	37
74	39
47	57
57	65
29	59
34	71
22	58
7	61
18	41
5	39
14	20
0	26
24	25
26	6
34	20
41	5
50	9
61	14
62	21
74	30
