50
21
2
2
0
230
65.17
1.0
0.46
200
0	41	9	5	1	9	14	12	18	20	16	9	7	9	27	15	27	8	25	21	14	12	11	9	9	17	11	10	2	26	11	12	2	16	36	7	13	20	23	16	5	19	35	3	28	7	8	9	18	7	5	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
35	35
16	22
10	43
24	12
2	48
15	77
65	55
20	40
36	26
62	77
30	60
44	17
32	12
64	42
8	56
26	35
31	52
20	20
49	73
40	60
37	31
25	21
53	52
40	25
45	65
15	60
45	20
27	69
5	30
55	54
22	27
20	65
63	23
41	37
56	39
11	31
12	24
15	10
35	69
55	60
2	60
10	20
4	18
61	52
21	24
23	3
46	13
26	52
11	14
35	17
37	56
35	35
61	37
74	39
47	57
57	65
29	59
34	71
22	58
7	61
18	41
5	39
14	20
0	26
24	25
26	6
34	20
41	5
50	9
61	14
62	21
74	30
