25
21
1
1
0
1000
267.18
1.0
0.11
1000
0	20	15	17	8	18	8	9	16	15	12	16	26	26	23	3	23	16	19	18	13	13	41	6	12	9	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
35	35
15	10
57	68
45	30
63	65
49	11
30	5
15	77
35	40
26	35
25	21
15	47
55	54
15	30
35	69
25	30
30	25
30	60
50	35
36	26
47	47
49	42
16	22
53	12
20	65
10	43
35	35
61	37
74	39
47	57
57	65
29	59
34	71
22	58
7	61
18	41
5	39
14	20
0	26
24	25
26	6
34	20
41	5
50	9
61	14
62	21
74	30
