50
21
3
3
0
1236
79.69
1.0
3.39
200
0	30	50	40	20	10	10	20	20	10	20	10	30	10	10	10	20	10	10	10	40	10	10	20	10	10	10	10	20	10	10	40	10	10	30	20	10	30	20	50	20	10	30	10	30	10	10	10	20	10	20	
0	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	
40	50
30	32
50	40
20	85
2	40
38	15
92	30
50	35
30	52
60	55
67	85
25	55
85	35
23	52
42	65
42	15
40	69
47	40
5	35
50	30
8	40
20	55
72	55
15	75
85	25
25	50
48	40
45	30
0	45
55	80
15	80
25	52
45	35
45	68
45	70
25	85
20	50
60	85
70	58
53	35
45	65
35	32
65	60
35	30
10	40
35	66
22	85
66	55
23	55
30	35
58	75
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
