50
21
3
3
0
240
79.69
1.0
0.38
200
0	16	9	16	9	3	10	9	40	8	10	10	2	20	17	20	35	20	10	10	17	10	13	28	10	10	40	20	30	20	6	10	15	19	10	13	20	10	20	10	18	20	13	23	20	20	7	10	8	14	26	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
40	50
41	37
27	43
30	60
64	42
31	67
60	80
26	52
65	85
63	65
2	45
5	45
63	23
10	35
45	30
18	75
4	18
25	85
42	12
49	58
15	60
88	30
47	47
21	24
38	15
15	80
8	40
20	85
10	40
88	35
37	47
90	35
26	35
55	20
42	15
49	42
55	85
65	82
2	40
55	80
57	29
35	5
12	24
35	69
0	45
58	75
23	3
42	5
20	20
53	43
55	54
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
