50
21
1
1
0
960
159.68
1.0
0.19
1000
0	10	40	16	16	5	19	40	8	10	16	19	8	30	13	27	10	30	10	20	10	20	10	20	10	14	20	23	20	10	25	21	20	10	6	23	35	9	10	30	20	26	20	40	40	28	30	16	17	15	10	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
40	50
49	58
42	10
30	60
35	40
20	50
24	58
65	85
63	65
87	30
5	5
50	35
20	20
38	5
12	24
31	52
2	45
85	35
55	82
2	40
5	45
18	75
18	80
0	45
42	5
53	43
25	85
57	48
55	85
38	15
67	5
40	60
20	85
92	30
56	37
35	69
4	18
27	43
40	5
22	75
67	85
55	54
8	45
40	15
20	80
21	24
6	68
41	37
45	30
26	35
90	35
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
