25
21
1
1
0
960
273.13
1.0
0.11
1000
0	40	40	23	19	3	17	10	13	17	9	13	2	14	25	14	10	30	10	10	20	20	20	16	20	5	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
40	50
42	10
20	80
35	69
10	20
61	52
15	60
42	5
47	47
45	30
45	65
12	24
63	23
53	43
67	5
37	31
18	80
6	68
92	30
55	82
25	85
88	35
55	85
30	60
10	35
2	60
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
