50
21
3
3
0
1236
79.69
1.0
3.39
200
0	10	10	20	10	10	50	20	30	10	40	10	20	10	20	30	10	10	10	10	10	20	30	40	10	10	20	10	10	20	30	10	10	40	20	30	20	10	10	10	10	20	40	20	10	10	10	10	40	20	40	
0	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	
40	50
88	30
63	58
50	35
30	30
47	35
50	40
58	75
40	5
42	15
65	85
33	35
15	75
53	30
40	69
68	60
35	32
45	68
50	30
92	30
42	66
25	85
45	70
20	85
25	55
20	55
67	85
15	80
60	55
23	55
0	40
28	55
45	35
8	40
70	58
65	60
0	45
35	66
22	85
20	50
26	32
10	35
42	10
45	65
28	30
55	80
25	35
60	60
20	80
33	32
40	15
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
