50
21
1
1
0
3390
118.31
1.0
2.28
700
0	10	50	30	10	10	10	10	40	10	20	20	10	10	10	10	20	10	10	20	20	10	20	20	10	30	10	20	10	30	20	10	10	30	10	20	20	40	30	10	30	10	10	20	10	30	10	10	30	50	10	
0	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	
40	50
30	30
53	35
85	35
32	20
45	35
36	18
53	30
42	10
25	50
67	85
55	85
22	85
60	66
35	66
8	62
75	55
25	35
65	82
44	5
25	85
87	30
70	58
45	65
33	35
86	46
47	35
58	75
42	65
95	30
0	45
38	10
92	30
40	5
5	35
58	70
10	35
20	85
62	80
60	55
45	70
60	60
35	32
34	60
23	52
22	75
25	30
44	25
38	5
50	40
56	64
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
