25
21
3
0
0
1236
79.69
1.0
3.39
200
0	20	10	10	30	10	40	40	30	10	30	20	10	10	40	30	20	10	20	20	30	10	10	20	10	30	
0	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	
40	50
55	85
92	30
60	60
68	60
25	55
20	85
25	52
85	35
48	40
45	70
40	69
25	50
50	30
20	80
60	85
30	52
60	55
75	55
15	75
10	40
38	70
65	82
0	45
26	32
38	5
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
