50
21
1
0
0
1000
187.87
1.0
0.16
1000
0	7	3	18	6	8	19	26	9	9	36	26	2	16	11	31	9	27	16	19	9	9	25	18	35	18	10	3	13	16	12	2	9	28	10	18	3	13	5	13	5	14	23	2	1	19	6	14	11	17	16	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
35	35
32	12
61	52
49	11
37	47
20	20
10	20
28	18
40	25
26	52
56	39
55	54
5	30
41	37
53	52
60	12
45	65
31	52
55	60
50	35
44	17
15	77
47	16
36	26
4	18
11	14
41	49
17	34
49	42
15	47
20	40
22	22
20	26
21	24
49	58
57	29
31	67
47	47
2	60
12	24
42	7
53	43
30	25
63	23
15	19
55	20
56	37
65	55
45	20
15	60
6	38
35	35
61	37
74	39
47	57
57	65
29	59
34	71
22	58
7	61
18	41
5	39
14	20
0	26
24	25
26	6
34	20
41	5
50	9
61	14
62	21
74	30
