25
21
4
0
0
240
79.69
1.0
0.38
200
0	20	30	21	20	20	10	16	40	30	27	14	2	14	10	16	20	19	13	10	27	18	9	8	40	10	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
40	50
18	75
85	35
40	60
10	35
67	85
40	5
55	60
65	85
10	40
31	52
53	43
63	23
65	55
60	80
41	37
35	5
50	35
49	42
85	25
8	56
57	29
45	65
20	20
40	15
42	12
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
