25
21
1
0
0
960
159.68
1.0
0.19
1000
0	10	10	3	30	10	20	40	30	3	10	30	17	20	6	30	19	15	10	18	20	14	13	10	20	6	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
40	50
20	82
49	58
25	30
6	68
85	25
95	35
65	85
22	75
61	52
55	80
72	35
45	30
0	45
56	37
62	80
50	35
26	35
65	82
57	29
15	10
37	31
49	42
22	85
25	85
37	47
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
