25
21
1
0
0
3390
118.31
1.0
2.28
700
0	20	20	10	10	10	20	20	10	10	20	20	20	20	10	30	30	30	30	20	30	30	10	10	10	20	
0	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	
40	50
55	85
44	5
42	15
38	10
47	40
18	75
30	56
92	30
5	45
58	75
33	32
50	35
58	70
55	80
85	35
38	5
86	46
65	60
64	46
34	25
40	5
62	40
25	30
8	62
25	85
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
