50
21
5
0
0
240
79.69
1.0
0.38
200
0	10	16	10	20	9	15	20	30	40	30	5	28	10	3	10	6	40	21	9	14	10	2	20	10	30	3	10	20	23	30	31	16	25	20	13	30	40	10	20	16	10	14	10	20	19	17	6	23	40	5	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
40	50
87	30
35	40
55	82
44	5
26	52
26	35
15	10
10	40
8	40
22	75
20	50
21	24
22	85
65	35
38	15
37	47
42	10
40	60
45	65
65	55
2	45
63	23
2	40
60	80
6	68
31	67
55	80
35	5
35	69
85	35
60	12
55	60
67	5
18	75
49	42
72	35
40	15
15	80
0	40
41	37
20	82
53	43
90	35
8	45
55	20
15	60
65	20
30	25
20	80
2	60
40	50
73	52
90	55
55	79
69	89
32	80
39	96
23	80
4	83
18	58
1	56
13	31
-5	38
26	37
28	13
39	31
48	11
59	17
73	23
74	32
90	44
