50
21
1
0
0
1000
238.34
1.0
0.13
1000
0	17	20	1	10	18	16	9	36	18	19	16	9	14	9	13	26	8	8	10	17	27	7	9	23	14	16	30	3	5	25	6	3	18	25	7	7	21	19	12	19	7	13	35	11	29	6	9	2	22	5	
0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
35	35
45	30
25	24
2	48
19	21
49	11
5	5
64	42
13	52
36	26
50	35
55	60
26	52
53	43
10	43
55	45
28	18
63	65
20	20
49	58
15	60
8	56
32	12
15	77
30	25
65	55
6	38
6	68
61	52
42	7
67	5
65	20
65	35
11	14
47	16
23	3
35	17
40	60
10	20
25	21
55	20
11	31
12	24
4	18
14	37
55	5
37	47
40	25
22	22
18	24
24	12
35	35
61	37
74	39
47	57
57	65
29	59
34	71
22	58
7	61
18	41
5	39
14	20
0	26
24	25
26	6
34	20
41	5
50	9
61	14
62	21
74	30
